project_id,donor,title,year,year_uncertain,description,crs_sector_code,crs_sector_name,sector_comment,status,status_code,flow,all_recipients,sources,sources_count,funding_agency,implementing_agency,donor_agency,donor_agency_count,recipient_agencies,recipient_agencies_count,verified,verified_code,flow_class,flow_class_code,intent,intent_code,active,active_code,factiva_sources,amount,currency,deflators_used,exchange_rates_used,usd_defl,usd_current,start_actual,start_planned,end_actual,end_planned,recipient_count,recipient_condensed,recipient_cow_code,recipient_oecd_code,recipient_oecd_name,recipient_iso3,recipient_iso2,recipient_un_code,recipient_imf_code,debt_uncertian,line_of_credit,is_cofinanced,is_ground_truthing,loan_type,interest_rate,maturity,grace_period,grant_element,updated_at,location_details,contacts,is_official_finance,SFD Official Loan,source_triangulation,field_completeness,Total Health of Record Score (triangulation + completeness)
32499,Saudi Arabia,Saudi contributes 12.5 million USD to UNICEF to aid schools and children in conflict areas in Pakistan,2011,FALSE,"In Oct 2011, the Saudi Fund for Development supported UNICEF's Welcome to School Initiative with a donation of 12.5 million USD. The money is allocated to projects to improve the education environment for Pakistani schoolchildren and provide school supplies, especially in areas of displaced people. The project will help about 483 thousand children.",110,Education,,Completion,3,Grant,Pakistan,"https://global.factiva.com/aa/?ref=ASPKOB0020111022e7am0000h&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://secure.flickr.com/photos/unicefpakistan/6645245133/, Other Official Source (non-Donor, non-Recipient); http://www.unicef.org/pakistan/media_7307.htm, Media Report, including Wikileaks",3,"Saudi Fund for Development, Government Agency","UNICEF, International NGO","Saudi Fund for Development, Government Agency; UNICEF, International NGO",2,,,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=ASPKOB0020111022e7am0000h&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","12,500,000",USD,1.02,1,"12,750,000","12,500,000",,,,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-23 16:07,Kyber Pakhtunkhwa and two agencies of Federally Administered Tribal Areas (FATA),"Abdullah Al-Shoaib, Chief Engineer Technical Department (Saudi Fund for Development); Sardar Hussain Babak, Provincial Education Minister of Khyber Pakhtunkhwa ; Dan Rohrmann, Pakistan Representative (UNICEF)",1,,4,9,13
32400,Saudi Arabia,Saudi Arabia gives 30 million Pakistani rupees to Pakistan's Ministry of Religious Affairs,2011,FALSE,In April 2011 Saudi Arabia gave 30 million Pakistani Rupees to Pakistan's Ministry of Religious Affairs as compensation for troubles Pakistani pilgrims faced last year due to a hajj scandal. ,160,Other Social infrastructure and services,,Completion,3,Grant,Pakistan,"https://global.factiva.com/aa/?ref=PMDAIP0020110422e74l0000h&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.nation.com.pk/national/21-Apr-2011/Saudi-Arabia-returns-Rs-30m-to-Pakistan, Media Report, including Wikileaks",2,,,,,,,Checked,1,ORA-1,15,Representational,3,Active,1,"https://global.factiva.com/aa/?ref=PMDAIP0020110422e74l0000h&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","30,000,000",PKR,1.02,0.0096,"293,760","288,000",,,,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,15-08-06 9:33,,"Rehman Malik, Saudi Interior Minister ",1,,1,6,7
32398,Saudi Arabia,Saudi individuals donate 56 million rupees for Pakistani orphans,2011,FALSE,"In March 2011, Saudi individuals donated a large sum of money through the International Islamic Relief Organization (IIRO), which was distributed through a campaign as stipends to orphans funded by the IIRO. Over 56 million SR will be distributed to 2853 orphans in Pakistan, but the individual amounts donated by representatives of the Kingdom of Saudi Arabia were not disclosed. Participants included King Abdullah bin Abdul Aziz, Ambassador of Khadim-i-Harmain Sharifian Mr. Abdul Aziz Ibrahim Al-Ghadeer, and Chairman Bait ul Mall Mr. Zamarad Khan.",160,Other Social infrastructure and services,,Pipeline: Commitment,11,Grant,Pakistan,"https://global.factiva.com/aa/?ref=ASPKOB0020110309e7390000c&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",1,"International Islamic Relief Organization (IIRO), Regional NGO",,"International Islamic Relief Organization (IIRO), Regional NGO",1,,,Checked,1,ORA-2,16,Mixed (Some Development),6,Active,1,"https://global.factiva.com/aa/?ref=ASPKOB0020110309e7390000c&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","56,000,000",PKR,1.02,0.0096,"548,352","537,600",,,,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-23 16:20,," Mr. Abdu Ibrahim Atian, Director of the International Islamic Relief Organization (IIRO) and the Regional Director of Muslim World League ; Mr. Abdul Aziz Ibrahim Al-Ghadeer, Ambassador of Khadim-i-Harmain Sharifian ",1,,0,7,7
32878,Saudi Arabia,Saudi Arabia Fertilizer Agreement ,2011,FALSE,"On February 5, 2011, Saudi Arabia, through the Saudi Fund for Development, signed to provide Pakistan with a 100 million USD export credit loan for the import of urea fertilizer. The loan was to be for a short period at an interest rate of Libor plus 1.25 per cent. Under this agreement the Trading Corporation of Pakistan was to be responsible for importing the fertilizer while the National Fertilizer Marketing Limited was to distribute the fertilizer. In late December 400,000 tons of urea had already been imported out of the total 1.2 million tons that was to be imported under the agreement. Details are unclear as to the completion of the project. This project is linked to project ID#32876. ",310,"Agriculture, Forestry and Fishing",,Implementation,2,Export credits,Pakistan,"https://global-factiva-com.proxy.wm.edu/aa/?ref=SPASAU0020111230e7cu0002c&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.saudigazette.com.sa/index.cfm?method=home.regcon&contentid=20111230114621, Media Report, including Wikileaks; http://tribune.com.pk/story/313937/saudi-arabia-gives-172m-for-urea-import-reconstruction/, Media Report, including Wikileaks; http://www.brecorder.com/pakistan/business-a-economy/40568-saudi-arabia-to-provide-soft-loan-of-us-172mn.html, Media Report, including Wikileaks; http://www.bloomberg.com/news/2011-02-05/saudis-provide-100-million-to-pakistan-in-export-financing.html, Media Report, including Wikileaks",5,"Saudi Fund for Development, Government Agency","Trading Corporation of Pakistan, Government Agency; National Fertilizer Marketing Limited, State-Owned Company","Saudi Fund for Development, Government Agency",1,,,Checked,1,OOF-like,3,Mixed (Some Development),6,Active,1,"https://global-factiva-com.proxy.wm.edu/aa/?ref=SPASAU0020111230e7cu0002c&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","100,000,000",USD,1.02,1,"102,000,000","100,000,000",,,,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,1.757,,,,14-10-03 16:07,,"Yousef Ibrahim al-Bassam, Vice President (Saudi Fund for Development); Abdul Rana, Undersecretary (Pakistan Ministry of Economic Affairs ); Abdul Aziz bin Ibrahim al-Ghadeer, Ambassador to Pakistan (Saudi Ministry of Foreign Affairs)",1,,4,8,12
32433,Saudi Arabia,Saudi Arabia dispatches a sixth convoy of 550 truckloads worth 143 million Pakistani rupees for flood relief,2011,FALSE,"In January 2011 Saudi Arabia's ambassador to Pakistan dispatched 550 trucks of relief goods worth 143 million Pakistani Rupees to be sent to 36 flood affected areas as part of King Abdullah's Relief Campaign for Pakistani People. This was the sixth batch of trucks dispatched and the goods included 130 tons of dates, 50 tons of milk, 150000 quilts for about 70,000 families. ",700,Emergency Response,,Implementation,2,Grant,Pakistan,"https://global.factiva.com/aa/?ref=PMPLUN0020110118e71i0010c&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AIWBUR0020110210e72b0002t&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://web.archive.org/web/20111011050931/http://saudiembassy.net/latest_news/news01181102.aspx, Government Source (Donor/Recipient); http://pop.karcpp.org/relief.php, Government Source (Donor/Recipient)",4,"King Abdullah's Relief Campaign for Pakistani People (KARCPP), Government Agency",,"King Abdullah's Relief Campaign for Pakistani People (KARCPP), Government Agency",1,,,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=PMPLUN0020110118e71i0010c&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AIWBUR0020110210e72b0002t&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","143,000,000",PKR,1.02,0.0096,"1,400,256","1,372,800",,,,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-23 12:10,"Khyber Pakhtunkhwa, Balochistan, Sindh, Punjab, Gilgit-Baltistan, Kashmir, the tribal belt","Abdullah Albarak, Information secretary of Two Holy Mosques Campaign ; Prince Naif Bin Abdul Aziz, Deputy Prime Minister, Custodian of Two Holy Mosques Campaign ; Abdul Aziz Ibrahim Al-Ghadeer, Saudi Ambassador to Pakistan ",1,,4,7,11
32481,Saudi Arabia,Saudi Arabia sends 2nd Convoy of relief goods worth 290 Million Rupees to Pakistan,2011,FALSE,"In November 2011 King Abdullah's Relief Campaign for the Pakistani People launched a second convoy of relief trucks for flood affected Pakistan worth 290 million Pakistani Rupees. It included 35,000 food packets, 15,000 blankets and 3,000 tents weighing 1000 tons and being carried by 160 trucks. ",700,Emergency Response,,Pipeline: Commitment,11,Grant,Pakistan,"https://global.factiva.com/aa/?ref=PMFIND0020111122e7bm0000a&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=BBCSAP0020111122e7bm0002t&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://pop.karcpp.org/events.php, Government Source (Donor/Recipient)",3,"King Abdullah's Relief Campaign for Pakistani People (KARCPP), Government Agency",,"King Abdullah's Relief Campaign for Pakistani People (KARCPP), Government Agency",1,,,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=PMFIND0020111122e7bm0000a&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=BBCSAP0020111122e7bm0002t&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","290,000,000",PKR,1.02,0.0096,"2,839,680","2,784,000",,,,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,15-08-28 15:47,"Sindh, Balochistan, Punjab, Gilgit-Baltistan",,1,,4,7,11
32402,Saudi Arabia,Saudi Arabia donates 5.397 million USD to Pakistan for flood relief,2011,FALSE,"In May 2011 the Kingdom of Saudi Arabia through the Saudi Fund for Development signed a memorandum of understanding to provide $5,397,300 US Dollars to the United Nations Development Programme for those displaced by a flood the previous year. This money was to be used by UNDP for infrastructure restoration including 279 kilometres of important roads, 98 kilometres of village streets, 122 small bridges, 199 culverts and 168 channels. This money was received by UNDP however details are unclear as to the current state of this project. ",700,Emergency Response,,Completion,3,Grant,Pakistan,"https://global.factiva.com/aa/?ref=TARGNS0020110504e75300443&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=PMDAIP0020110506e75500028&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=OANA000020110504e754003jz&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=PAKOFN0020110504e75400014&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.undp.org/content/undp/en/home/presscenter/articles/2011/05/03/saudi-arabia-provides-us5m-for-displaced-in-pakistan/, Implementing/Intermediary Agency Source",5,"Saudi Fund for Development, Government Agency",United Nations Development Programme (UNDP),"Saudi Fund for Development, Government Agency",1,United Nations Development Programme (UNDP),1,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=TARGNS0020110504e75300443&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=PMDAIP0020110506e75500028&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=OANA000020110504e754003jz&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=PAKOFN0020110504e75400014&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","5,397,300",USD,1.02,1,"5,505,246","5,397,300",,,,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,14-06-19 13:47,"Khyber Pakhtunkhwa, Swat region.","May Al-Faraj, Public Relations Assistant (United Nations Development Programme (UNDP)); Yousef Ibrahim Al-Bassam, Saudi Fund for Development Vice Chairman & Managing Director ; Riyad Mussa Al-Ahmad, UN Resident Coordinator and UNDP Resident Representative ",1,,5,9,14
32483,Saudi Arabia,Saudi Arabia Campaign sends 7 million USD for relief projects in Pakistan (linked to - #32559),2011,FALSE,"In October 2011 King Abdullah's Relief Campaign for Pakistani People announced 7 million USD in financial aid for flood relief in Pakistan. This began with the distribution of 30,000 blankets, 5,000 tents and 50,000 food packs. The grant also funded water projects and in late 2011, a memorandum of understanding was signed with UNICEF worth $1.6 million for the installation of water pumps, water tanks, and 76 water supply schemes in ten different flood affected districts of Baluchistan. ",700,Emergency Response,,Implementation,2,Grant,Pakistan,"https://global.factiva.com/aa/?ref=PMDAIP0020111015e7ae0000s&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MENAT00020111014e7ae00005&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=PMPLUN0020111013e7ad00148&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.pakistantoday.com.pk/2011/12/30/city/islamabad/karcpp-to-fund-water-supply-schemes/, Media Report, including Wikileaks; http://tribune.com.pk/story/273133/flood-relief-saudi-arabia-promises-30000-quilts/, Media Report, including Wikileaks",5,"King Abdullah's Relief Campaign for Pakistani People (KARCPP), Government Agency",,"King Abdullah's Relief Campaign for Pakistani People (KARCPP), Government Agency",1,,,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=PMDAIP0020111015e7ae0000s&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MENAT00020111014e7ae00005&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=PMPLUN0020111013e7ad00148&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","7,000,000",USD,1.02,1,"7,140,000","7,000,000",,,,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,15-08-28 15:46,"Malakand, Khyber Pakhtunkhwa, Punjab, Sindh, Balochistan","Dr. Khalid Othmani, Regional Director (King Abdullah's Relief Campaign for Pakistani People (KARCPP))",1,,4,7,11
32730,Saudi Arabia,Saudi Arabia donates 50 million USD to the WFP for Somalia aid,2011,FALSE,In July 2011 The Kingdom of Saudi Arabia pledged 50 million USD in emergency humanitarian assistance for Somali refugees that are affected famine in the region. This money was given to the World Food Program in response to their plea for aid. The money was to be used for food supplies in order to feed over half a million Somali children suffering from malnutrition. The World Food Program welcomed the contribution and stated that the donation will be used to scale up their supplementary feeding operation. ,700,Emergency Response,,Completion,3,Grant,Somalia,"https://global.factiva.com/aa/?ref=AFPR000020110822e78m0066i&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=TARGNS0020110824e78n00493&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.saudiarabia.embassy.gov.au/files/ryad/Issue%2050%20%20October%20%202011%20web-9.pdf, Government Source (Donor/Recipient); http://www.saudiembassy.net/press-releases/press08221101.aspx, Government Source (Donor/Recipient); http://www.wfp.org/news/news-release/saudi-arabia-donates-us50-million-help-save-lives-somali-children, Implementing/Intermediary Agency Source; http://www.saudiembassy.net/press-releases/press08241101.aspx, Government Source (Donor/Recipient); https://global-factiva-com.proxy.wm.edu/aa/?ref=ASWST00020110901e78o0000k&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",7,,"World Food Program (WFP), Multilateral",,,"World Food Program (WFP), Multilateral",1,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=AFPR000020110822e78m0066i&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=TARGNS0020110824e78n00493&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global-factiva-com.proxy.wm.edu/aa/?ref=ASWST00020110901e78o0000k&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","50,000,000",USD,1.02,1,"51,000,000","50,000,000",,,,,1,Somalia,520,273,Somalia,SOM,SO,706,726,FALSE,FALSE,FALSE,FALSE,,,,,,15-08-31 14:54,,"Josette Sheeran, Executive Director (World Food Program (WFP))",1,,7,8,15
32747,Saudi Arabia,Saudi Arabia donates $10 million to WHO for Somalia aid,2011,FALSE,In July 2011 the Kingdom of Saudi Arabia pledged $10 million for humanitarian assistance to Somali refugees in response to famine in the region. This was to be implemented by the UN World Health Organization in the form of providing medicines and vaccines. Details are unclear as to the completion of this project. ,700,Emergency Response,,Pipeline: Commitment,11,Grant,Somalia,"https://web.archive.org/web/20111011090542/http://saudiembassy.net/latest_news/news07251102.aspx, Government Source (Donor/Recipient); http://www.saudiarabia.embassy.gov.au/files/ryad/Issue%2050%20%20October%20%202011%20web-9.pdf, Government Source (Donor/Recipient); http://www.saudiembassy.net/press-releases/press08241101.aspx, Government Source (Donor/Recipient)",3,,"World Health Organization (WHO), Multilateral",,,"World Health Organization (WHO), Multilateral",1,Checked,1,ODA-like,2,Development,1,Active,1,,"10,000,000",USD,1.02,1,"10,200,000","10,000,000",,,,,1,Somalia,520,273,Somalia,SOM,SO,706,726,FALSE,FALSE,FALSE,FALSE,,,,,,15-08-31 14:54,,,1,,3,7,10
32665,Saudi Arabia,Saudi Arabia donates 15 million to Sudan for development and construction of model villages (linked to - #33252),2011,FALSE,"On Jan. 16 2011 representatives of the Saudi Fund for Development and the Sudanese Ministry of Humanitarian Affairs signed an agreement that would allocate 15 million USD for the development of health, water and education services. Additionally, the money will be spent in an effort build 21 villages in 3 states of Darfur in order house returned displaced persons. The villages were completed under the supervision of Sudan's Humanitarian Aid Commission in 2013. ",430,Other Multisector,,Completion,3,Grant,Sudan,"https://global.factiva.com/aa/?ref=BBCMEP0020110117e71h000m9&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://bnaidarfur.org/iw/2011/01/18/saudis-allocate-15-million-to-sudan-aid-ministry/, NGO/Civil Society/Advocacy; https://global.factiva.com/aa/?ref=AFNWS00020131010e9aa000pj&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",3,"Saudi Fund for Development, Government Agency","Humanitarian Aid Commission, Government Agency","Saudi Fund for Development, Government Agency",1,,,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=BBCMEP0020110117e71h000m9&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AFNWS00020131010e9aa000pj&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","15,000,000",USD,1.02,1,"15,300,000","15,000,000",16-Jan-11,,,,1,Sudan,625,278,Sudan,SDN,SD,736,732,FALSE,FALSE,FALSE,FALSE,,,,,,14-09-03 22:28,Darfur,"Dr Sulayman Abd-al-Rahman, commissioner of Humanitarian Aid (Saudi Fund for Development)",1,,2,9,11
32643,Saudi Arabia,Saudi Arabia agrees to fund Deir Ezzor power plant in Syria with 375 million SR loan,2011,FALSE,"Saudi Arabia will co-finance construction of a power station in the eastern province of Deir El-Zor. The project will cost 678 million Euro (891 million USD), but the Saudi Fund will provide 100 million USD at a two percent interest rate over 20 years. It is located on the left bank of the Euphrates, 70 km away from Deir Ezzour, expanding over 7 villages. It consists of 2 water-pumping stations at a flow rate of 17 cubic meters per second, a channel connecting the two stations, a 10-km-long main channel, a transfer station and power-transfer networks. There are also irrigation and sewer networks along the project area of an overall length of 500 km. The project aims at raising the social and economic conditions of the residents, providing necessary requirements for the farmers, benefiting from the Euphrates' water, supporting food stability and security, lowering the level of underground water, reclamation of saline lands, increasing agricultural productivity and providing job opportunities. The Arab Fund for Economic and Social Development is to contribute 30 million KD to the project, with a three percent interest rate over 22 years, and the European Investment Bank, the Islamic Development Bank and the Saudi Fund for Development will also help finance the plant. The project seeks to participate in satisfying the growing demand for electricity in the Eastern Region and meeting the expected demond for electricity. This shall be ac- tualized through expanding Deir Ezzour station and increasing its electrical capacity by constructing a combined circle gas-steam power plant. The project consists of facilities, equipment and devices needed for the expansion of the current plant through increasing its capacity by about 750 megawatt. ",230,Energy Generation and Supply,,Pipeline: Commitment,11,Loan (excluding debt rescheduling),Syria,"https://global.factiva.com/aa/?ref=BBCMEP0020110406e746005k1&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MENREP0020110405e7450000n&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MENREP0020110408e7480000u&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MISTNW0020100907e6950008n&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://web.archive.org/web/20111011090406/http://saudiembassy.net/latest_news/news04061102.aspx, Government Source (Donor/Recipient); http://www.arabianbusiness.com/arab-fund-lends-106m-for-syrian-power-plant-369255.html, Media Report, including Wikileaks; http://www.animaweb.org/en/actu-detail.php?actu=16705, Media Report, including Wikileaks; http://wikileaks.org/gifiles/docs/18/1891642_syria-ksa-uae-syria-signs-agreements-with-arab-financial.html, Media Report, including Wikileaks; http://sana.sy/eng/24/2011/04/06/340403.htm, Media Report, including Wikileaks; http://www.steelguru.com/sfTCPDF/getPDF/MjExNTcy/Saudi_Arabia_loan_agreement_for_Deir_Ezzor_power_plant_ratified.html, Media Report, including Wikileaks; http://wikileaks.org/syria-files/docs/2252028_dier-al-zour-power-plant-project-additional-financing-.html, Media Report, including Wikileaks; http://www.thefreelibrary.com/Syria+receives+loans+for+new+power+plant.-a0245227662, Media Report, including Wikileaks; http://www.bloomberg.com/news/2011-04-06/syria-arab-funds-sign-200-million-agreements-for-power-project.html, Media Report, including Wikileaks; http://www.saudigazette.com.sa/index.cfm?method=home.regcon&contentid=2010122589959, Media Report, including Wikileaks",14,"Saudi Fund for Development, Government Agency","General Corporation for Power Generation and Transmission - Ministry of Electricity, Government Agency",,,"General Corporation for Power Generation and Transmission - Ministry of Electricity, Government Agency",1,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=BBCMEP0020110406e746005k1&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MENREP0020110405e7450000n&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MENREP0020110408e7480000u&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MISTNW0020100907e6950008n&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","375,000,000",SAR,1.02,0.27,"103,275,000","101,250,000",,,,31-Dec-13,1,Syria,652,573,Syria,SYR,SY,760,463,FALSE,FALSE,TRUE,FALSE,,2,20,5,,15-09-01 13:25,,"Ibrahim bin Abdulaziz bin Abdullah Al-Assaf , Saudi Finance Minister ; Mohammad Al Hussein, Syrian finance minister ",1,Yes,7,7,14
31532,Saudi Arabia,Marib Power Plant Phase II ,2011,FALSE,"On February 6 2011, the Saudi Fund for Development signed an agreement with the Yemeni government to fund an expansion of the Marib gas power plant, increasing its capacity from 260 MW to 400 MW. The project is co-financed by the Arab Fund for Economic and Social Development and the governments of Oman and Yemen. The project will be implemented by the Indian firm Bharat Heavy Electrical Ltd. The total project costs is expected to be 434.6 million USD. The SFD's commitment is expected to be 50 million USD. This is linked to project #31519",230,Energy Generation and Supply,,Pipeline: Commitment,11,Grant,Yemen,"http://global.factiva.com/aa/?ref=ARNEWS0020130309e9390002w&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://yemenpost.net/Detail123456789.aspx?ID=3&SubID=5122, Media Report, including Wikileaks; http://www.bhel.com/dynamic_files/tender_files/pdf/YEMEN%20400%20MW%20Project%20Information%20634.pdf, Implementing/Intermediary Agency Source; http://www.pennenergy.com/articles/pennenergy/2011/02/yemen-taps-bhel-for.html, Media Report, including Wikileaks; http://www.ppiaf.org/sites/ppiaf.org/files/publication/Yemen_Gas_to_power_development.pdf, Other Official Source (non-Donor, non-Recipient)",5,"Saudi Fund for Development, Government Agency","Bharat Heavy Electricals Ltd, State-Owned Company","Arab Fund for Economic and Social Development, Multilateral; Saudi Fund for Development, Government Agency",2,,,Checked,1,ODA-like,2,Development,1,Active,1,"http://global.factiva.com/aa/?ref=ARNEWS0020130309e9390002w&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","50,000,000",USD,1.02,1,"51,000,000","50,000,000",,01-Nov-13,,,1,Yemen,678,580,Yemen,YEM,YE,887,474,FALSE,FALSE,TRUE,FALSE,,,,,,14-07-23 17:20,,"Ali Mujawar, Prime Minister ; Khalid Abdul-Wali, Director-General of Yemen's Public Corporation for Electricity (PCE) ",1,,7,8,15
