project_id,donor,title,year,year_uncertain,description,crs_sector_code,crs_sector_name,sector_comment,status,status_code,flow,all_recipients,sources,sources_count,funding_agency,implementing_agency,donor_agency,donor_agency_count,recipient_agencies,recipient_agencies_count,verified,verified_code,flow_class,flow_class_code,intent,intent_code,active,active_code,factiva_sources,amount,currency,deflators_used,exchange_rates_used,usd_defl,start_actual,start_planned,end_actual,end_planned,recipient_count,recipient_condensed,recipient_cow_code,recipient_oecd_code,recipient_oecd_name,recipient_iso3,recipient_iso2,recipient_un_code,recipient_imf_code,debt_uncertian,line_of_credit,is_cofinanced,is_ground_truthing,loan_type,interest_rate,maturity,grace_period,grant_element,updated_at,location_details,contacts,is_official_finance
32608,Qatar,Qatar Charity funds child malnutrition project in Somalia (link to ID#32605),2011,FALSE,"In December of 2011, Qatar Charity established 7 relief projects in Somalia to benefit 20,000 displaced families. All of the projects together are to cost approximately 1.2 million Qatari Royals, donated by benefactors from Saudi Arabia and Qatar. The childhood malnutrition project will cost 33,000 Qatari Royals and is expected to benefit 200 people on a daily basis, including displaced children, mothers and pregnant women, in the Poly Tknico IDP camp in the capital of Mogadishu. Each of the 200 beneficiaries will receive soup and high nutrition biscuits. ",700,Emergency Response,,Pipeline: Commitment,11,In-kind Grant (Goods or Services),Somalia,"https://global.factiva.com/aa/?ref=GUTIME0020120101e7cv00002&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",1,"Qatar Charity, National NGO",,"Qatar Charity, National NGO",1,,,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=GUTIME0020120101e7cv00002&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",33000,QAR,0.98,3.65,"9,226",,,,,1,Somalia,520,273,Somalia,SOM,SO,706,726,FALSE,FALSE,TRUE,FALSE,,,,,,14-07-25 15:53,Poly Tknico IDP camp in the capital of Mogadishu,"Jassim al-Salem, executive director of international development (Qatar Charity)",0
32610,Qatar,"Qatar Charity funds water project in Somalia (link to ID#32605, #23606, #32608, #32611)",2011,FALSE,"In December of 2011, Qatar Charity established 7 relief projects in Somalia to benefit 20,000 displaced families. All of the projects together are to cost approximately 1.2 million Qatari Royals, donated by benefactors from Saudi Arabia and Qatar. The potable water project worth 28,000 Qatari Royals aims to provide safe drinking water to the displaced, reducing the level of disease due to drinking contaminated water. Details on the implementation of the project remain unknown. ",140,Water Supply and Sanitation,,Pipeline: Commitment,11,Vague-TBD,Somalia,"https://global.factiva.com/aa/?ref=GUTIME0020120101e7cv00002&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",1,"Qatar Charity, National NGO",,"Qatar Charity, National NGO",1,,,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=GUTIME0020120101e7cv00002&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",28000,QAR,0.98,3.65,"7,828",,,,,1,Somalia,520,273,Somalia,SOM,SO,706,726,FALSE,FALSE,TRUE,FALSE,,,,,,14-07-25 16:00,"Bay, Bakool, and lower Shabelle provinces","Jassim al-Salem, executive director of international development (Qatar Charity)",0
32611,Qatar,"Qatar Charity provides Somalian orphanage with water tank (linked to project #32605, #32608, #32606)",2011,FALSE,"In December of 2011, Qatar Charity established 7 relief projects in Somalia to benefit 20,000 displaced families. All of the projects together are to cost approximately 1.2 million Qatari Royals, donated by benefactors from Saudi Arabia and Qatar. The project to provide a water tank to the House of the Mother of the Believers orphanage follows a visit to the orphanage by a QC delegation, which decided that a water tank would be an effective means to improve the living conditions of the orphans. The project will benefit over 200 orphans and orphanage staff, and will cost QR 15,000. ",140,Water Supply and Sanitation,,Pipeline: Commitment,11,In-kind Grant (Goods or Services),Somalia,"https://global.factiva.com/aa/?ref=GUTIME0020120101e7cv00002&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",1,"Qatar Charity, National NGO",,"Qatar Charity, National NGO",1,,,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=GUTIME0020120101e7cv00002&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",15000,QAR,0.98,3.65,"4,193",,,,,1,Somalia,520,273,Somalia,SOM,SO,706,726,FALSE,FALSE,TRUE,FALSE,,,,,,14-07-25 15:59,"Bay, Bakool, and lower Shabelle provinces","Jassim al-Salem, executive director of international development (Qatar Charity)",0
32614,Qatar,"Qatar Charity supports Somalian maternal and child care center (link to ID#32605, #32606, #32608, #32610 and #32611)",2011,FALSE,"In December of 2011, Qatar Charity established 7 relief projects in Somalia to benefit 20,000 displaced families. All of the projects together are to cost approximately 1.2 million Qatari Riyals, donated by benefactors from Saudi Arabia and Qatar. The Afgooye Center project was implemented due to the large number of people suffering from malnutrition and serious diseases in the Afgooye area and the inadequacy of the current health centre to provide the necessary health services. The project focuses particularly on maternal and child healthcare, and aims to reduce the spread of infectious diseases and epidemics. It will benefit 120 people a day and will cost QR 11,000. Further details on the project are unknown. ",120,Health,,Pipeline: Commitment,11,Vague-TBD,Somalia,"https://global.factiva.com/aa/?ref=GUTIME0020120101e7cv00002&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://qcharity.com/en/index.php?option=com_content&view=article&id=81:un-report-qatar-charity-holds-second-position-in-aiding-the-somali-people&catid=1:news&Itemid=50, Media Report, including Wikileaks",2,"Qatar Charity, National NGO",,"Qatar Charity, National NGO",1,,,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=GUTIME0020120101e7cv00002&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",11000,QAR,0.98,3.65,"3,075",,,,,1,Somalia,520,273,Somalia,SOM,SO,706,726,FALSE,FALSE,TRUE,FALSE,,,,,,14-07-27 15:30,"Bay, Bakool, and lower Shabelle provinces","Jassim al-Salem, executive director of international operations (Qatar Charity)",0
32536,Qatar,Women Empowerment Project in Syria ,2011,FALSE,"In April 2011, it was announced that The Women Empowerment Project, established in 2007, would continue activities in Afrin town and Mount Simeon, specifically targeting 7 villages. The project is coordinated by the Ministry of Social Affairs and Labor, UNDP, and the Fardos Project of the Syria Trust for Development at a total cost of 9 million USD. The purpose is to help women via microfinance loans. Supposedly, the Silatech was helping to finance the project, along with the Syrian Government and the UNDP. ",420,Women in Development,,Implementation,2,Joint venture with recipient,Syria,"https://global.factiva.com/aa/?ref=SYRANA0020110417e74e00001&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.undp.org/content/dam/undp/documents/projects/SYR/00048097_women%20empowerment%20.pdf, NGO/Civil Society/Advocacy; http://open.undp.org/#project/00048097, NGO/Civil Society/Advocacy",3,"Silatech, Foundation; United Nations Development Programme (UNDP)",,"Silatech, Foundation",1,,,Suspicious,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=SYRANA0020110417e74e00001&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,1,Syria,652,573,Syria,SYR,SY,760,463,FALSE,FALSE,TRUE,FALSE,,,,,,14-07-25 15:34,"Afrin Town, Mount Simeon",,0
33112,Qatar,Qatar gives Tunisia 500 million USD bond loan for development & democracy,2011,FALSE,"In April 2012, Qatar lent Tunisia $500 million in a private placement this week to help government finances recover from last year's uprising. The five-year loan carries an interest rate of 2.5 percent, the central bank said in a statement. A finance ministry official said last month that Qatar would subscribe to $500 million in five-year Tunisian treasury bonds at 2.5 percent but did not say when the transaction would be completed.",150,Government and Civil Society,,Completion,3,Loan (excluding debt rescheduling),Tunisia,"https://global.factiva.com/aa/?ref=OANA000020110929e79t001p7&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=BBCMNF0020110928e79s002p9&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=UMCIN00020110930e7a100004&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",3,,,,,,,Check,0,OOF-like,3,Development,1,Active,1,"https://global.factiva.com/aa/?ref=OANA000020110929e79t001p7&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=BBCMNF0020110928e79s002p9&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=UMCIN00020110930e7a100004&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",500000000,USD,0.98,1,"510,204,082",,,,,1,Tunisia,616,139,Tunisia,TUN,TN,788,744,FALSE,FALSE,FALSE,FALSE,,2.5,5,0,,14-08-04 15:07,,,0
33767,Qatar,Silatech Supports Young Arab Workers and Job Seekers,2012,FALSE,"In 2014, Qatar's Silatech partnered with Bedaya Center (Qatar), Microsoft (Egypt), Edupartage (Tunisia), Foras (Iraq), and World Learning (Algeria) to launch the region's first employability portal. Ta3mal will help Arab youth and job seekers find support to transition into the world of work. Ta3mal is available in Arabic, English and French, and provides resources ranging from online career guidance, e-learning, employability and entrepreneurship training, to specific work experience and job opportunities. Local partners provide specialized content and access to services appropriate for selected countries. According to Ta3mal's website, the portal was created in partnership with 'Microsoft Citizenship' in 2012.",160,Other Social infrastructure and services,,Completion,3,Free-standing technical assistance,"Algeria, Egypt, Iraq, Tunisia","http://www.ta3mal.com/AboutUs.aspx, Implementing/Intermediary Agency Source; http://www.silatech.com/ar-QA/home_ar-QA/news-events/silatech-news/silatech-news-details/2014/01/26/silatech-and-microsoft-renew-ta3mal-partnership, Government Source (Donor/Recipient); https://www.silatech.com/home/project-countries/algeria, Media Report, including Wikileaks",3,"Silatech, Foundation",,"Silatech, Foundation",1,,,Check,0,ODA-like,2,Development,1,Active,1,,,,,,,,,,,4,"Africa, regional",651; 645; 615; 616,142; 543; 130; 139,Egypt; Iraq; Algeria; Tunisia,EGY; IRQ; DZA; TUN,EG; IQ; DZ; TN,818; 368; 12; 788,469; 433; 612; 744,FALSE,FALSE,TRUE,FALSE,,,,,,14-07-25 16:03,,,0
33767,Qatar,Silatech Supports Young Arab Workers and Job Seekers,2012,FALSE,"In 2014, Qatar's Silatech partnered with Bedaya Center (Qatar), Microsoft (Egypt), Edupartage (Tunisia), Foras (Iraq), and World Learning (Algeria) to launch the region's first employability portal. Ta3mal will help Arab youth and job seekers find support to transition into the world of work. Ta3mal is available in Arabic, English and French, and provides resources ranging from online career guidance, e-learning, employability and entrepreneurship training, to specific work experience and job opportunities. Local partners provide specialized content and access to services appropriate for selected countries. According to Ta3mal's website, the portal was created in partnership with 'Microsoft Citizenship' in 2012.",160,Other Social infrastructure and services,,Completion,3,Free-standing technical assistance,"Algeria, Egypt, Iraq, Tunisia","http://www.ta3mal.com/AboutUs.aspx, Implementing/Intermediary Agency Source; http://www.silatech.com/ar-QA/home_ar-QA/news-events/silatech-news/silatech-news-details/2014/01/26/silatech-and-microsoft-renew-ta3mal-partnership, Government Source (Donor/Recipient); https://www.silatech.com/home/project-countries/algeria, Media Report, including Wikileaks",3,"Silatech, Foundation",,"Silatech, Foundation",1,,,Check,0,ODA-like,2,Development,1,Active,1,,,,,,,,,,,4,"Africa, regional",651; 645; 615; 616,142; 543; 130; 139,Egypt; Iraq; Algeria; Tunisia,EGY; IRQ; DZA; TUN,EG; IQ; DZ; TN,818; 368; 12; 788,469; 433; 612; 744,FALSE,FALSE,TRUE,FALSE,,,,,,14-07-25 16:03,,,0
32992,Qatar,Silatech funding regional Youth project,2012,FALSE,"In March 2012 Silatech launched the Kiva Arab Youth project, a peer to peer lending channel to support young entrepreneurs in Yemen, Lebanon, Palestine, Jordan, and Iraq. Loans can be as low as 25 USD, and Silatech will match up to 125,000 USD of loans given.",240,Banking and Financial Services,,Implementation,2,Monetary Grant (excluding debt forgiveness),"Middle East, regional","http://www.silatech.com/home/project-countries/yemen, Government Source (Donor/Recipient); http://www.kiva.org/press/releases/release_20130114-2, Implementing/Intermediary Agency Source; http://www.silatech.com/home/news-events/silatech-news/silatech-news-details/2013/09/05/silatech-qatar-charity-partner-to-support-youth-development, Government Source (Donor/Recipient)",3,"Silatech, Foundation","Kiva, International NGO","Silatech, Foundation",1,,,Check,0,ODA-like,2,Development,1,Active,1,,125000,USD,1,1,"125,000",,,,,5,"Africa, regional",678; 660; ; 663; 645,580; 555; ; 549; 543,Yemen; Lebanon; Palestinian Adm. Areas; Jordan; Iraq,YEM; LBN; PSE; JOR; IRQ,YE; LB; PS; JO; IQ,887; 422; ; 400; 368,474; 446; ; 439; 433,FALSE,FALSE,FALSE,FALSE,,,,,,14-08-04 12:26,,,0
33264,Qatar,Qatar Commits 5 billion USD to Bangladesh's Infrastructure and Central Bank,2012,FALSE,"In early 2012, Qatar offered to invest 3 billion USD for Bangladesh's infrastructure in order to help the country alleviate its economic troubles. In the fall of 2012, this commitment amount increased to 5 billion USD in Bangladesh's infrastructure, which would include power sector, roads, airports and river dredging. According to former Bangladeshi Ambassador to Qatar, Mohammed Hussein, Qatar also agree to deposit $1.8 billion in Bangladesh's Central Bank as part of this donation. Specifically, the investment would be directed to develop the Dhaka airport a power plant to generate electricity among other projects.",160,Other Social infrastructure and services,,Pipeline: Pledge,11,Free-standing technical assistance,Bangladesh,"http://www.thefinancialexpress-bd.com/old/more.php?news_id=131814&date=2012-06-04, Media Report, including Wikileaks; http://www.bigprojectme.com/news/qatar-to-invest-5bn-in-bangladesh/, Media Report, including Wikileaks",2,,,,,,,Check,0,Vague (Official Finance),5,Mixed (Some Development),6,Active,1,,5000000000,USD,1,1,"5,000,000,000",,,,,1,Bangladesh,771,666,Bangladesh,BGD,BD,50,513,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-25 15:12,,"Mohammed Hussein, Bangladeshi Ambassador to Qatar ",0
32313,Qatar,Qatar's humanitarian aid to Myanmar refugees,2012,FALSE,"In October 2012, Qatar announced it had been extending humanitarian aid to the Myanmar refugees in Bangladesh. Another article from August 2012 stated that Qatar Charity had started a relief campaign for Muslims of Myanmar, which has included emergency relief and humanitarian aid to Rohingya Muslims living in along the Bangladesh-Myanmar border. ",700,Emergency Response,,Implementation,2,Monetary Grant (excluding debt forgiveness),Bangladesh,"https://global.factiva.com/aa/?ref=QATRIB0020121005e8a50000d&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.thestateless.com/2012/08/qatar-charity-pushes-relief-effort-for.html, Media Report, including Wikileaks; http://www.rohingyablogger.com/2012/10/qatar-urged-to-help-displaced-rohingyas.html, Social Media, including Unofficial Blogs; http://thepeninsulaqatar.com/news/qatar/235146/rohingya-muslims-to-get-2m-qc-aid, Media Report, including Wikileaks",4,"Qatar Charity, National NGO",,"Qatar Charity, National NGO",1,,,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=QATRIB0020121005e8a50000d&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",2000000,USD,1,1,"2,000,000",,,,,1,Bangladesh,771,666,Bangladesh,BGD,BD,50,513,FALSE,FALSE,FALSE,FALSE,,,,,,14-08-04 11:20,Rakhine,"M Jusuf Kalla, Chairman of the Indonesian Red Cross ",1
33019,Qatar,Qatar supports Youth Enterprise Growth Initiative,2012,FALSE,"In March 2012 the Qatari organization Silatech provided support for a program in Egypt in coalition with the Alexandria Business Association and the Mowgli Foundation UK to assist 1,000 youth businesses. The goal was to grow the businesses from micro to small in the two years after the program began. Silatech specifically planned to provide non-financial services (training, mentorship and access to finance) to support the growth of the businesses by high-potential youth clients of Alexandria Business Association. ",250,Business and Other Services,,Implementation,2,Free-standing technical assistance,Egypt,"http://www.silatech.com/home/project-countries/egypt, Government Source (Donor/Recipient); http://www.slideshare.net/mowglifoundation/silatech-mowgli-provide-training-to-support-egyptian-microenterprise, Implementing/Intermediary Agency Source",2,,"Mowgli, Foundation; Silatech, Foundation; Alexandria Business Association (ABA), National NGO","Silatech, Foundation",1,,,Raw,0,ODA-like,2,Development,1,Active,1,,,,,,,,,31-Dec-14,,1,Egypt,651,142,Egypt,EGY,EG,818,469,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-17 11:34,,,0
32325,Qatar,Qatar Deposits 2 billion USD in Egyptian Central Bank - Part of 2.5 billion USD Project (Returned - Linked to Project ID #33111),2012,FALSE,"On Aug. 12, 2012, Qatar announced that 2 billion USD will be deposited into Egypt's Central Bank in the form of bond purchases. A Egyptian Central bank report from August 2012 captured the first 500 million USD deposit. The remaining 1.5 billion USD was disbursed by the end of 2012. In January 2013, Qatar offered Egypt an additional 2.5 billion in grants and loans, bringing its total aid commitment to 5 billion (see project ID#33290). Both parts of the package were returned by Egypt in the latter parts of 2013. ",510,General Budget Support,,Completion,3,Loan (excluding debt rescheduling),Egypt,"https://global.factiva.com/aa/?ref=APRS000020120811e88b002d0&pp=1&fcpil=en&napc=9&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=LBA0000020120811e88b0009j&pp=1&fcpil=en&napc=9&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AMCEPN0020120814e88c0000f&pp=1&fcpil=en&napc=9&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=EIUCP00020131108e9b600025&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.sis.gov.eg/En/Templates/Articles/tmpArticleNews.aspx?ArtID=70130#.U8afA_ldWFU, Government Source (Donor/Recipient); http://www2.anba.com.br/noticia/19568224/finance/doha-guarantees-further-loans-to-egypt/?indice=130, Media Report, including Wikileaks",6,,,,,"Central Bank of Egypt, Government Agency",1,Check,0,OOF-like,3,Development,1,Active,1,"https://global.factiva.com/aa/?ref=APRS000020120811e88b002d0&pp=1&fcpil=en&napc=9&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=LBA0000020120811e88b0009j&pp=1&fcpil=en&napc=9&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AMCEPN0020120814e88c0000f&pp=1&fcpil=en&napc=9&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=EIUCP00020131108e9b600025&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","2,000,000,000",USD,1,1,"2,000,000,000",,,,,1,Egypt,651,142,Egypt,EGY,EG,818,469,FALSE,FALSE,FALSE,FALSE,,,,,,14-08-04 11:46,,,0
32368,Qatar,Qatar grants 10 million USD to Egypt,2012,FALSE,In 2012 Qatar announced to grant Egypt $10 million to be used for aid to wounded Palestinians in Gaza Strip. These funds were received by Palestinians and used for energy supply in 2013. Palestinian officials said that a $10 million grant from Qatar was covering the cost of two weeks' worth of industrial diesel that started entering Gaza by truckload from Israel. ,230,Energy Generation and Supply,for wounded Palestinians in Gaza Strip,Completion,3,Monetary Grant (excluding debt forgiveness),Egypt,"https://global.factiva.com/aa/?ref=AFPR000020121117e8bh006hh&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.nytimes.com/2013/12/16/world/middleeast/gaza-vexed-by-floods-gets-fuel-and-power.html, Media Report, including Wikileaks; http://dohapress.com/local-news/19530-qatar-to-give-egypt-10-mn-to-help-gaza, Media Report, including Wikileaks",3,,,,,,,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=AFPR000020121117e8bh006hh&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","10,000,000",USD,1,1,"10,000,000",,,,,1,Egypt,651,142,Egypt,EGY,EG,818,469,FALSE,FALSE,FALSE,FALSE,,,,,,14-08-05 10:36,,,1
32358,Qatar,Qatar grants 10m USD to Egypt to Restore Looted Funds,2012,FALSE,In 2012 Qatar pledged to provide budget support amounting $10 million to Egypt to assist in recovering funds lost through smuggling. This was a result of talks with the Arab League discussing reclaiming looted money. It is unclear as to whether or not this money was received by Egypt. ,510,General Budget Support,,Pipeline: Pledge,12,Monetary Grant (excluding debt forgiveness),Egypt,"https://global.factiva.com/aa/?ref=XNEWS00020121018e8ai006mx&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AFNWS00020121019e8aj000za&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.egyptindependent.com/news/qatar-loans-egypt-us10-million, Media Report, including Wikileaks",3,,,,,,,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=XNEWS00020121018e8ai006mx&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AFNWS00020121019e8aj000za&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","10,000,000",USD,1,1,"10,000,000",,,,,1,Egypt,651,142,Egypt,EGY,EG,818,469,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-27 17:21,," Ali al-Muri, Prosecutor General (Qatar) ; Nabil al-Arabi, Secretary-General ",0
32583,Qatar,Qatar grants Jordan 1.25 billion USD as part of greater Gulf contribution to Jordan,2012,FALSE,"In 2012, Qatar pledged to provide 1.25 billion USD as part of a Gulf Cooperation Council fund to Jordan. The contribution will be paid at 250 million USD per year for the next five years, and will allegedly be used in the fields of energy, health, transport, and other top-priority development projects. In total, 5 billion USD will be given to the fund for Jordan by Qatar, Saudi Arabia, and the UAE.",998,Unallocated / Unspecified,"energy, health, transport, other top priority development projects",Implementation,2,Monetary Grant (excluding debt forgiveness),Jordan,"https://global.factiva.com/aa/?ref=MENREP0020120614e86e0000x&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MISTNW0020120927e89r000ul&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=BBCMEP0020120927e89r000b5&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=ALARAB0020120927e89q0008g&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=JONAG00020120927e89q00006&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=JONAG00020120927e89q00002&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=ARBUS00020120610e86a0002z&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.bloomberg.com/news/2012-09-27/qatar-signs-accord-for-1-25-billion-grant-to-jordan-petra-says.html, Media Report, including Wikileaks; http://jordantimes.com/qatar-to-pay-125b-to-jordan-through-gcc-fund----hassan, Media Report, including Wikileaks; http://www.mop.gov.jo/pages.php?menu_id=113&local_type=1&local_id=586&local_details=1&local_details1=, Government Source (Donor/Recipient); http://www.mop.gov.jo/pages.php?menu_id=113&local_type=1&local_id=576&local_details=1&local_details1=, Government Source (Donor/Recipient)",11,,"Gulf Cooperation Council (GCC), Multilateral",,,,,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=MENREP0020120614e86e0000x&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MISTNW0020120927e89r000ul&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=BBCMEP0020120927e89r000b5&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=ALARAB0020120927e89q0008g&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=JONAG00020120927e89q00006&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=JONAG00020120927e89q00002&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=ARBUS00020120610e86a0002z&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",1250000000,USD,1,1,"1,250,000,000",,,,,1,Jordan,663,549,Jordan,JOR,JO,400,439,FALSE,FALSE,TRUE,FALSE,,,,,,14-07-27 15:39,,"Jafar Hassan, Jordanian Minister of Planning and International Cooperation ; Suleiman Hafez, Jordanian Minister of Finance ",0
32548,Qatar,Qatar Charity donates food packages to Syrians in Jordan,2012,TRUE,"In January 2012 a group from the Qatar Charity is distributing food packages to Syrian refugees in Jordan with the help of the Jordanian NGO, Islamic Charity Center of Jordan. This operation was implemented at a cost of 300,000 QR and included sugar, rice, milk, tea, edible oil, pulses, macaroni, halawa tahina, chick peas, tomato paste. ",700,Emergency Response,,Completion,3,In-kind Grant (Goods or Services),Jordan,"https://global.factiva.com/aa/?ref=GUTIME0020120112e81c0000n&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://thepeninsulaqatar.com/news/qatar/179794/qatar-charity-helps-syrian-families, Media Report, including Wikileaks",2,"Qatar Charity, National NGO","Islamic Center Charity Society, National NGO","Qatar Charity, National NGO",1,,,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=GUTIME0020120112e81c0000n&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",300000,QAR,1,3.65,"82,192",,,,,1,Jordan,663,549,Jordan,JOR,JO,400,439,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-24 13:39,"Ramtha, Mafraq, Marka, Suwailih. Jordan"," Ali Mubarak Al Kubaisi, Head of donor relations (Qatar Charity); Mohammed Adrdor, Director of emergency relief (Qatar Charity)",0
32550,Qatar,Qatar aid sent for Syrians in Lebanon,2012,TRUE,"In January 2012 Qatar Charity sent 2,000 food packets, blankets and mattresses as the first installment of Qatari aid to Syrian refugees in Lebanon. The aid was received and distributed among Syrian families. ",700,Emergency Response,,Completion,3,In-kind Grant (Goods or Services),Lebanon,"https://global.factiva.com/aa/?ref=DSTAR00020120103e81400032&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",1,"Qatar Charity, National NGO",,"Qatar Charity, National NGO",1,,,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=DSTAR00020120103e81400032&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,1,Lebanon,660,555,Lebanon,LBN,LB,422,446,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-27 17:20,"Wadi Khaled, Lebanon",,0
